date,electricity_consumption,water_consumption
2027-08-27,115.97,52.99
2027-08-28,123.4,55.55
2027-08-29,116.31,53.64
2027-08-30,116.75,54.59
2027-08-31,119.4,55.47
2027-09-01,108.01,51.22
2027-09-02,106.88,48.64
2027-09-03,104.44,52.61
2027-09-04,115.24,56.7
2027-09-05,110.87,53.69
2027-09-06,114.83,56.21
2027-09-07,113.02,49.62
2027-09-08,106.47,54.02
2027-09-09,98.67,48.43
2027-09-10,107.29,50.14
2027-09-11,110.26,50.68
2027-09-12,113.39,51.49
2027-09-13,112.99,48.62
2027-09-14,105.67,42.68
2027-09-15,101.4,46.64
2027-09-16,95.67,44.44
2027-09-17,101.57,48.33
2027-09-18,110.21,52.15
2027-09-19,109.02,54.73
2027-09-20,119.22,54.09
2027-09-21,118.09,51.51
2027-09-22,105.88,49.78
2027-09-23,101.93,48.25
2027-09-24,105.96,47.34
2027-09-25,111.68,52.7
2027-09-26,114.27,52.1
2027-09-27,110.57,54.49
2027-09-28,114.42,50.8
2027-09-29,109.3,45.24
2027-09-30,99.34,48.31
2027-10-01,104.43,46.62
2027-10-02,113.36,47.67
2027-10-03,109.89,51.1
2027-10-04,110.95,49.79
2027-10-05,113.47,51.38
2027-10-06,105.2,43.99
2027-10-07,101.76,48.89
2027-10-08,102.94,48.79
2027-10-09,111.67,52.52
2027-10-10,113.31,52.19
2027-10-11,110.29,49.36
2027-10-12,112.41,52.75
2027-10-13,112.25,46.82
2027-10-14,100.6,47.11
2027-10-15,100.87,47.1
2027-10-16,112.47,58.16
2027-10-17,112.17,58.69
2027-10-18,112.42,60.56
2027-10-19,110.86,48.4
2027-10-20,105.96,51.52
2027-10-21,104.72,45.62
2027-10-22,104.68,47.23
2027-10-23,112.77,51.19
2027-10-24,110.96,48.16
2027-10-25,112.73,52.74
2027-10-26,113.24,51.69
2027-10-27,112.78,52.95
2027-10-28,112.06,47.84
2027-10-29,106.23,49.42
2027-10-30,117.28,54.74
2027-10-31,115.62,52.49
2027-11-01,117.2,51.15
2027-11-02,116.79,53.09
2027-11-03,114.88,47.61
2027-11-04,109.9,49.65
2027-11-05,112.15,49.67
2027-11-06,121.08,53.11
2027-11-07,120.7,49.69
2027-11-08,114.55,58.24
2027-11-09,116.74,52.04
2027-11-10,115.59,53.13
2027-11-11,108.99,48.78
2027-11-12,109.99,49.45
2027-11-13,115.81,54.24
2027-11-14,121.36,54.77
2027-11-15,121.02,54.63
2027-11-16,118.87,52.76
2027-11-17,114.56,52.46
2027-11-18,109.21,46.98
2027-11-19,117.24,51.62
2027-11-20,129.09,53.65
2027-11-21,118.84,56.13
2027-11-22,123.15,54.66
2027-11-23,129.3,58.44
2027-11-24,112.68,49.25
2027-11-25,112.57,49.12
2027-11-26,111.67,46.94
2027-11-27,126.54,53.88
2027-11-28,129.2,58.21
2027-11-29,124.45,57.52
2027-11-30,127.83,52.45
2027-12-01,123.39,53.89
2027-12-02,115.83,53.31
2027-12-03,123.17,51.05
2027-12-04,127.31,62.68
2027-12-05,129.56,53.15
2027-12-06,130.84,56.42
2027-12-07,134.58,58.49
2027-12-08,126.62,55.22
2027-12-09,123.2,52.26
2027-12-10,111.37,52.33
2027-12-11,123.71,49.67
2027-12-12,121.39,56.44
2027-12-13,129.09,58.88
2027-12-14,137.25,59.18
2027-12-15,125.39,56.82
2027-12-16,128.14,57.04
2027-12-17,125.3,55.83
2027-12-18,127.29,53.55
2027-12-19,126.63,53.31
2027-12-20,124.24,54.42
2027-12-21,136.98,59.98
2027-12-22,129.99,55.51
2027-12-23,132.55,56.81
2027-12-24,129.82,56.72
2027-12-25,139.5,63.72
2027-12-26,134.31,60.12
2027-12-27,131.99,62.03
2027-12-28,136.76,63.5
2027-12-29,133.84,59.61
2027-12-30,128.9,57.21
2027-12-31,130.34,57.5
2028-01-01,105.73,49.14
2028-01-02,117.31,53.65
2028-01-03,116.31,50.73
2028-01-04,109.12,56.07
2028-01-05,114.95,53.34
2028-01-06,112.87,51.16
2028-01-07,108.35,53.18
2028-01-08,113.35,49.97
2028-01-09,108.41,55.62
2028-01-10,118.71,53.87
2028-01-11,114.38,53.09
2028-01-12,116.14,54.81
2028-01-13,111.39,51.44
2028-01-14,107.5,53.48
2028-01-15,108.84,51.53
2028-01-16,118.4,54.25
2028-01-17,118.99,56.59
2028-01-18,121.08,56.88
2028-01-19,116.35,55.27
2028-01-20,113.67,50.08
2028-01-21,111.55,54.96
2028-01-22,112.98,53.14
2028-01-23,118.43,52.38
2028-01-24,123.9,53.95
2028-01-25,118.75,58.12
2028-01-26,119.39,55.73
2028-01-27,114.7,50.75
2028-01-28,113.72,50.82
2028-01-29,115.42,52.5
2028-01-30,117.26,58.16
2028-01-31,122.07,56.28
2028-02-01,117.52,50.26
2028-02-02,117.44,58.81
2028-02-03,113.08,52.45
2028-02-04,110.52,52.63
2028-02-05,114.97,53.15
2028-02-06,121.26,57.09
2028-02-07,121.97,53.71
2028-02-08,124.6,54.42
2028-02-09,121.41,55.21
2028-02-10,114.44,51.92
2028-02-11,113.94,54.79
2028-02-12,115.51,51.86
2028-02-13,121.13,57.97
2028-02-14,121.51,53.63
2028-02-15,122.67,59.14
2028-02-16,120.55,59.45
2028-02-17,117.12,51.85
2028-02-18,113.62,56.73
2028-02-19,115.7,54.96
2028-02-20,122.63,56.85
2028-02-21,127.36,59.26
2028-02-22,120.3,57.23
2028-02-23,124.12,59.47
2028-02-24,120.01,55.16
2028-02-25,99.06,52.18
2028-02-26,107.91,51.31
2028-02-27,106.89,56.69
2028-02-28,121.07,58.19
2028-02-29,124.15,59.86
2028-03-01,125.56,56.41
2028-03-02,118.83,57.82
2028-03-03,117.8,53.29
2028-03-04,113.17,57.62
2028-03-05,125.0,58.01
2028-03-06,128.3,58.34
2028-03-07,125.93,60.04
2028-03-08,128.37,58.69
2028-03-09,122.36,56.52
2028-03-10,111.92,57.92
2028-03-11,117.93,57.88
2028-03-12,125.74,60.21
2028-03-13,123.63,59.09
2028-03-14,126.8,57.19
2028-03-15,126.08,58.31
2028-03-16,118.95,57.14
2028-03-17,120.08,56.94
2028-03-18,118.64,52.26
2028-03-19,126.33,59.51
2028-03-20,129.3,56.53
2028-03-21,129.16,62.17
2028-03-22,132.49,58.88
2028-03-23,116.56,56.05
2028-03-24,116.42,58.5
2028-03-25,117.92,56.85
2028-03-26,122.18,54.81
2028-03-27,126.54,57.76
2028-03-28,128.53,56.13
2028-03-29,129.61,57.01
2028-03-30,125.19,58.58
2028-03-31,118.3,56.57
2028-04-01,121.3,55.32
2028-04-02,128.46,59.4
2028-04-03,133.05,57.1
2028-04-04,129.98,60.51
2028-04-05,128.36,60.67
2028-04-06,124.85,60.52
2028-04-07,110.0,55.5
2028-04-08,121.63,62.15
2028-04-09,131.01,63.43
2028-04-10,129.75,59.74
2028-04-11,125.3,62.73
2028-04-12,127.08,56.54
2028-04-13,125.38,54.16
2028-04-14,121.7,52.41
2028-04-15,119.89,49.89
2028-04-16,126.99,59.0
2028-04-17,129.39,60.19
2028-04-18,136.58,62.1
2028-04-19,127.25,59.93
2028-04-20,130.76,59.6
2028-04-21,127.77,56.17
2028-04-22,119.04,56.29
2028-04-23,129.07,60.55
2028-04-24,126.68,62.57
2028-04-25,132.03,59.3
2028-04-26,135.05,60.9
2028-04-27,128.66,61.54
2028-04-28,114.12,58.13
2028-04-29,125.73,55.79
2028-04-30,132.47,63.2
2028-05-01,135.2,62.85
2028-05-02,135.62,62.08
2028-05-03,137.36,63.21
2028-05-04,127.99,56.29
2028-05-05,126.87,57.77
2028-05-06,124.53,59.77
2028-05-07,148.75,64.01
2028-05-08,146.16,64.33
2028-05-09,146.21,66.37
2028-05-10,132.1,62.96
2028-05-11,136.45,60.54
2028-05-12,122.32,58.76
2028-05-13,127.75,59.5
2028-05-14,136.56,63.77
2028-05-15,130.25,63.8
2028-05-16,140.47,63.83
2028-05-17,138.68,63.97
2028-05-18,132.14,65.83
2028-05-19,127.29,57.15
2028-05-20,136.44,63.52
2028-05-21,136.58,64.64
2028-05-22,141.32,61.86
2028-05-23,136.8,62.67
2028-05-24,136.56,65.94
2028-05-25,132.91,59.68
2028-05-26,133.6,63.67
2028-05-27,131.6,58.04
2028-05-28,132.5,66.31
2028-05-29,138.14,65.91
2028-05-30,138.6,66.21
2028-05-31,140.59,67.23
2028-06-01,133.36,63.08
2028-06-02,131.58,63.58
2028-06-03,131.98,58.96
2028-06-04,135.53,67.29
2028-06-05,146.05,65.17
2028-06-06,141.13,65.62
2028-06-07,140.77,65.58
2028-06-08,148.24,63.14
2028-06-09,136.92,61.97
2028-06-10,136.22,63.51
2028-06-11,143.27,67.5
2028-06-12,144.15,67.69
2028-06-13,129.5,67.35
2028-06-14,134.3,64.62
2028-06-15,124.53,64.32
2028-06-16,136.81,60.77
2028-06-17,142.55,63.77
2028-06-18,147.47,68.46
2028-06-19,148.78,66.13
2028-06-20,137.89,69.48
2028-06-21,139.04,64.9
2028-06-22,136.8,63.74
2028-06-23,131.7,64.7
2028-06-24,137.26,64.57
2028-06-25,140.7,64.8
2028-06-26,140.74,67.55
2028-06-27,142.5,66.73
2028-06-28,138.1,71.25
2028-06-29,137.32,65.25
2028-06-30,128.29,66.91
2028-07-01,137.09,64.68
2028-07-02,144.68,67.58
2028-07-03,141.49,62.82
2028-07-04,146.24,68.2
2028-07-05,146.31,69.81
2028-07-06,138.68,64.84
2028-07-07,128.55,56.23
2028-07-08,132.99,60.66
2028-07-09,138.3,65.44
2028-07-10,143.46,66.39
2028-07-11,137.84,60.22
2028-07-12,135.09,66.67
2028-07-13,139.79,64.51
2028-07-14,120.46,57.77
2028-07-15,131.47,62.59
2028-07-16,133.45,60.69
2028-07-17,137.24,62.86
2028-07-18,132.48,63.96
2028-07-19,137.16,62.99
2028-07-20,130.62,61.91
2028-07-21,125.41,62.7
2028-07-22,129.83,61.74
2028-07-23,131.16,56.77
2028-07-24,123.14,58.52
2028-07-25,121.79,58.13
2028-07-26,130.34,67.4
2028-07-27,127.2,63.6
2028-07-28,121.95,59.68
2028-07-29,125.61,57.45
2028-07-30,132.76,60.82
2028-07-31,131.77,61.79
2028-08-01,131.34,59.77
2028-08-02,133.53,61.49
2028-08-03,129.28,56.23
2028-08-04,117.32,54.37
2028-08-05,116.48,52.4
2028-08-06,121.97,49.86
2028-08-07,118.44,48.66
2028-08-08,123.23,57.85
2028-08-09,131.3,56.55
2028-08-10,121.48,59.3
2028-08-11,119.71,60.36
2028-08-12,121.82,59.63
2028-08-13,130.04,64.76
2028-08-14,131.7,57.98
2028-08-15,122.38,55.98
2028-08-16,120.89,55.31
2028-08-17,116.84,52.19
2028-08-18,108.02,51.07
2028-08-19,113.52,51.83
2028-08-20,117.27,55.28
2028-08-21,119.19,52.59
2028-08-22,121.14,52.34
2028-08-23,120.61,56.52
2028-08-24,107.14,54.31
2028-08-25,108.36,49.14
2028-08-26,108.29,51.31
2028-08-27,118.02,57.3
2028-08-28,121.95,54.78
2028-08-29,117.19,54.08
2028-08-30,118.71,51.32
2028-08-31,111.42,52.72
2028-09-01,105.2,48.92
2028-09-02,106.39,51.29
2028-09-03,119.76,52.44
2028-09-04,113.7,51.8
2028-09-05,118.36,51.94
2028-09-06,116.83,51.68
2028-09-07,108.27,49.87
2028-09-08,106.48,46.9
2028-09-09,107.4,50.89
2028-09-10,111.88,54.6
2028-09-11,117.09,50.32
2028-09-12,109.56,48.22
2028-09-13,112.98,51.91
2028-09-14,111.72,52.64
2028-09-15,99.1,41.66
2028-09-16,105.06,44.84
2028-09-17,114.1,54.06
2028-09-18,116.28,51.67
2028-09-19,114.12,49.24
2028-09-20,104.92,49.14
2028-09-21,110.54,48.97
2028-09-22,99.44,48.18
2028-09-23,106.02,48.99
2028-09-24,111.97,50.84
2028-09-25,111.22,50.24
2028-09-26,108.63,53.87
2028-09-27,108.83,51.77
2028-09-28,103.14,47.76
2028-09-29,100.31,49.86
2028-09-30,102.98,50.25
2028-10-01,108.64,51.4
2028-10-02,112.35,52.06
2028-10-03,115.82,53.11
2028-10-04,108.89,51.15
2028-10-05,110.62,51.07
2028-10-06,100.59,44.79
2028-10-07,102.39,47.92
2028-10-08,110.74,52.9
2028-10-09,111.46,48.3
2028-10-10,113.48,50.78
2028-10-11,111.49,51.76
2028-10-12,103.17,48.83
2028-10-13,98.3,43.86
2028-10-14,107.44,44.37
2028-10-15,104.24,52.45
2028-10-16,110.26,47.37
2028-10-17,111.68,52.82
2028-10-18,109.51,51.0
2028-10-19,106.44,45.65
2028-10-20,107.52,43.6
2028-10-21,105.92,49.29
2028-10-22,120.33,55.94
2028-10-23,123.13,56.76
2028-10-24,120.46,57.54
2028-10-25,120.27,48.31
2028-10-26,109.92,51.66
2028-10-27,108.0,47.64
2028-10-28,112.27,46.5
2028-10-29,116.32,50.63
2028-10-30,116.11,49.46
2028-10-31,116.29,51.35
2028-11-01,119.28,52.12
2028-11-02,112.65,53.06
2028-11-03,109.36,49.48
2028-11-04,110.23,49.56
2028-11-05,115.19,55.61
2028-11-06,117.95,55.24
2028-11-07,118.33,52.06
2028-11-08,116.36,49.83
2028-11-09,113.94,47.78
2028-11-10,107.81,51.72
2028-11-11,114.27,46.99
2028-11-12,121.76,52.89
2028-11-13,118.55,56.3
2028-11-14,121.24,52.89
2028-11-15,118.5,57.59
2028-11-16,118.65,53.36
2028-11-17,115.41,49.35
2028-11-18,119.07,52.32
2028-11-19,120.69,53.51
2028-11-20,122.77,55.74
2028-11-21,122.22,54.97
2028-11-22,128.64,51.37
2028-11-23,121.5,51.8
2028-11-24,113.98,53.09
2028-11-25,114.08,52.64
2028-11-26,122.12,57.23
2028-11-27,130.15,59.54
2028-11-28,125.54,56.89
2028-11-29,126.82,51.58
2028-11-30,123.86,57.33
2028-12-01,116.78,56.17
2028-12-02,126.28,54.95
2028-12-03,131.05,55.08
2028-12-04,125.75,59.01
2028-12-05,129.09,59.89
2028-12-06,131.31,58.03
2028-12-07,124.51,57.78
2028-12-08,118.38,53.2
2028-12-09,120.0,56.32
2028-12-10,131.02,57.76
2028-12-11,131.04,57.88
2028-12-12,131.29,56.5
2028-12-13,136.36,56.43
2028-12-14,124.02,52.09
2028-12-15,127.54,56.53
2028-12-16,133.39,64.25
2028-12-17,134.36,63.8
2028-12-18,142.5,66.15
2028-12-19,136.3,57.97
2028-12-20,136.26,57.25
2028-12-21,133.25,57.75
2028-12-22,126.49,57.54
2028-12-23,125.64,56.92
2028-12-24,143.21,66.6
2028-12-25,150.2,63.07
2028-12-26,144.09,65.71
2028-12-27,139.1,61.28
2028-12-28,133.09,60.58
2028-12-29,124.98,52.54
2028-12-30,131.65,56.89
2028-12-31,108.32,48.42
2029-01-01,113.7,50.84
2029-01-02,114.67,54.06
2029-01-03,112.45,52.46
2029-01-04,113.8,53.65
2029-01-05,116.48,48.69
2029-01-06,102.42,51.35
2029-01-07,110.03,48.95
2029-01-08,114.48,55.33
2029-01-09,117.36,52.89
2029-01-10,119.04,54.98
2029-01-11,118.92,52.71
2029-01-12,117.09,51.35
2029-01-13,106.94,48.06
2029-01-14,112.94,49.35
2029-01-15,113.99,52.62
2029-01-16,117.73,58.31
2029-01-17,119.0,53.39
2029-01-18,117.87,53.01
2029-01-19,112.85,49.65
2029-01-20,108.93,55.54
2029-01-21,109.44,52.15
2029-01-22,123.23,52.03
2029-01-23,116.83,59.59
2029-01-24,122.19,53.83
2029-01-25,120.97,55.17
2029-01-26,116.24,52.82
2029-01-27,106.8,49.42
2029-01-28,117.35,50.22
2029-01-29,118.34,55.81
2029-01-30,121.09,56.41
2029-01-31,120.82,54.59
2029-02-01,120.1,53.48
2029-02-02,113.78,55.24
2029-02-03,107.11,55.6
2029-02-04,107.88,46.39
2029-02-05,115.82,51.62
2029-02-06,112.49,45.07
2029-02-07,122.94,53.17
2029-02-08,125.9,59.23
2029-02-09,118.44,51.77
2029-02-10,108.95,47.76
2029-02-11,113.13,53.67
2029-02-12,121.08,54.83
2029-02-13,119.02,50.64
2029-02-14,120.61,56.27
2029-02-15,124.23,55.8
2029-02-16,120.0,57.67
2029-02-17,108.26,47.9
2029-02-18,118.01,56.75
2029-02-19,117.53,53.16
2029-02-20,117.74,52.77
2029-02-21,114.3,55.18
2029-02-22,135.88,64.34
2029-02-23,129.04,64.0
2029-02-24,127.8,58.76
2029-02-25,120.84,53.13
2029-02-26,121.31,58.93
2029-02-27,125.07,57.7
2029-02-28,127.62,56.81
2029-03-01,119.57,58.43
2029-03-02,118.83,58.78
2029-03-03,112.53,51.05
2029-03-04,117.53,54.2
2029-03-05,122.2,58.22
2029-03-06,126.68,58.43
2029-03-07,132.0,59.73
2029-03-08,124.51,63.27
2029-03-09,118.88,55.42
2029-03-10,112.73,55.18
2029-03-11,117.53,56.4
2029-03-12,130.71,57.91
2029-03-13,124.64,57.68
2029-03-14,123.62,58.34
2029-03-15,123.08,57.17
2029-03-16,118.0,57.64
2029-03-17,119.39,52.36
2029-03-18,126.36,55.05
2029-03-19,134.18,68.49
2029-03-20,133.24,63.71
2029-03-21,134.56,64.06
2029-03-22,129.62,60.37
2029-03-23,122.47,55.14
2029-03-24,115.04,54.99
2029-03-25,119.64,58.57
2029-03-26,130.11,62.57
2029-03-27,124.07,60.85
2029-03-28,128.94,60.19
2029-03-29,131.31,55.16
2029-03-30,125.91,57.03
2029-03-31,116.82,55.4
2029-04-01,124.58,58.6
2029-04-02,127.05,59.44
2029-04-03,128.91,57.43
2029-04-04,139.52,68.53
2029-04-05,132.62,70.99
2029-04-06,133.96,66.87
2029-04-07,120.99,58.56
2029-04-08,119.77,57.0
2029-04-09,125.29,61.35
2029-04-10,128.54,58.35
2029-04-11,131.91,60.66
2029-04-12,133.0,60.27
2029-04-13,126.79,60.94
2029-04-14,121.2,56.44
2029-04-15,122.07,55.83
2029-04-16,130.8,60.75
2029-04-17,126.21,62.79
2029-04-18,130.08,59.64
2029-04-19,129.87,60.19
2029-04-20,120.92,59.31
2029-04-21,121.81,58.3
2029-04-22,127.69,60.34
2029-04-23,131.44,59.02
2029-04-24,135.63,61.53
2029-04-25,131.94,58.15
2029-04-26,130.34,58.78
2029-04-27,120.37,63.11
2029-04-28,121.24,56.09
2029-04-29,125.26,61.32
2029-04-30,132.85,62.26
2029-05-01,137.54,60.1
2029-05-02,130.06,59.16
2029-05-03,131.85,62.16
2029-05-04,131.28,61.93
2029-05-05,121.72,60.29
2029-05-06,125.6,59.32
2029-05-07,134.03,63.12
2029-05-08,134.93,61.57
2029-05-09,136.4,63.41
2029-05-10,135.68,62.89
2029-05-11,129.35,61.0
2029-05-12,127.66,61.05
2029-05-13,128.42,58.8
2029-05-14,140.7,63.81
2029-05-15,138.4,62.98
2029-05-16,136.84,66.17
2029-05-17,139.0,62.6
2029-05-18,136.81,60.99
2029-05-19,129.76,56.5
2029-05-20,132.16,64.42
2029-05-21,138.17,67.46
2029-05-22,135.73,61.93
2029-05-23,134.46,61.54
2029-05-24,136.26,66.74
2029-05-25,133.18,60.77
2029-05-26,134.03,60.25
2029-05-27,132.8,60.35
2029-05-28,141.53,67.88
2029-05-29,138.72,69.41
2029-05-30,142.53,69.4
2029-05-31,139.8,65.03
2029-06-01,132.89,65.16
2029-06-02,133.7,70.85
2029-06-03,138.18,73.64
2029-06-04,145.2,74.86
2029-06-05,145.66,65.73
2029-06-06,140.92,65.53
2029-06-07,139.9,66.4
2029-06-08,130.85,64.44
2029-06-09,129.95,64.81
2029-06-10,130.51,63.3
2029-06-11,144.28,65.63
2029-06-12,139.81,67.16
2029-06-13,141.94,70.2
2029-06-14,145.05,65.76
2029-06-15,140.09,66.76
2029-06-16,129.72,61.95
2029-06-17,137.6,63.43
2029-06-18,137.3,65.9
2029-06-19,145.48,65.81
2029-06-20,148.28,67.25
2029-06-21,143.82,66.52
2029-06-22,134.04,66.11
2029-06-23,127.31,63.11
2029-06-24,137.19,70.29
2029-06-25,147.17,66.56
2029-06-26,145.37,64.59
2029-06-27,142.01,72.65
2029-06-28,137.51,67.57
2029-06-29,136.06,60.82
2029-06-30,134.83,61.69
2029-07-01,137.83,64.84
2029-07-02,133.53,67.13
2029-07-03,141.61,61.45
2029-07-04,144.68,68.2
2029-07-05,141.03,64.65
2029-07-06,134.02,65.36
2029-07-07,131.39,62.95
2029-07-08,130.29,60.89
2029-07-09,140.25,67.02
2029-07-10,133.2,63.57
2029-07-11,137.64,64.07
2029-07-12,142.89,63.63
2029-07-13,128.48,56.31
2029-07-14,126.53,57.62
2029-07-15,126.17,56.02
2029-07-16,135.91,63.38
2029-07-17,140.39,63.17
2029-07-18,130.46,66.22
2029-07-19,132.59,63.98
2029-07-20,128.15,58.8
2029-07-21,126.33,58.13
2029-07-22,131.4,59.12
2029-07-23,130.17,63.79
2029-07-24,137.71,63.52
2029-07-25,136.88,58.58
2029-07-26,132.14,59.76
2029-07-27,129.61,61.99
2029-07-28,121.92,57.13
2029-07-29,146.69,65.32
2029-07-30,149.85,66.97
2029-07-31,146.79,65.45
2029-08-01,132.72,59.66
2029-08-02,128.99,61.61
2029-08-03,124.3,59.08
2029-08-04,123.56,56.57
2029-08-05,123.52,53.87
2029-08-06,127.44,59.7
2029-08-07,126.47,60.31
2029-08-08,123.77,56.89
2029-08-09,131.71,58.52
2029-08-10,120.8,54.33
2029-08-11,108.0,50.13
2029-08-12,117.31,54.18
2029-08-13,132.54,62.11
2029-08-14,134.77,63.28
2029-08-15,130.38,61.74
2029-08-16,117.01,59.86
2029-08-17,117.16,53.3
2029-08-18,113.85,52.72
2029-08-19,112.06,55.65
2029-08-20,127.22,55.9
2029-08-21,116.58,56.51
2029-08-22,116.25,56.39
2029-08-23,120.62,56.97
2029-08-24,111.88,50.39
2029-08-25,104.69,48.12
2029-08-26,109.82,50.86
2029-08-27,123.0,56.0
2029-08-28,117.08,54.89
2029-08-29,116.6,56.11
2029-08-30,114.16,56.04
2029-08-31,111.66,54.08
2029-09-01,102.74,49.85
2029-09-02,106.41,50.63
2029-09-03,109.68,54.8
2029-09-04,122.99,51.7
2029-09-05,110.18,50.53
2029-09-06,118.39,51.89
2029-09-07,111.72,52.14
2029-09-08,107.21,48.11
2029-09-09,110.39,51.97
2029-09-10,107.91,49.27
2029-09-11,103.31,47.49
2029-09-12,107.51,45.88
2029-09-13,114.91,52.77
2029-09-14,109.3,47.03
2029-09-15,100.73,44.31
2029-09-16,105.77,50.59
2029-09-17,114.4,53.12
2029-09-18,108.8,49.62
2029-09-19,108.89,52.26
2029-09-20,111.94,55.22
2029-09-21,106.63,50.5
2029-09-22,99.71,50.53
2029-09-23,107.1,49.18
2029-09-24,109.76,52.51
2029-09-25,109.32,49.53
2029-09-26,107.15,52.26
2029-09-27,115.96,52.26
2029-09-28,103.78,46.2
2029-09-29,107.07,46.83
2029-09-30,105.14,47.56
2029-10-01,109.31,49.74
2029-10-02,106.37,48.8
2029-10-03,112.93,52.31
2029-10-04,113.24,51.21
2029-10-05,106.43,46.33
2029-10-06,101.1,44.44
2029-10-07,109.61,46.79
2029-10-08,111.17,50.07
2029-10-09,111.11,48.68
2029-10-10,104.31,52.9
2029-10-11,111.68,51.75
2029-10-12,106.98,49.4
2029-10-13,102.44,48.08
2029-10-14,101.82,42.31
2029-10-15,115.38,52.38
2029-10-16,106.41,52.03
2029-10-17,110.28,51.29
2029-10-18,108.66,50.51
2029-10-19,115.23,52.51
2029-10-20,105.81,45.98
2029-10-21,104.05,47.58
2029-10-22,118.97,51.49
2029-10-23,112.11,53.49
2029-10-24,115.24,51.0
2029-10-25,110.75,49.38
2029-10-26,110.39,54.59
2029-10-27,100.87,47.37
2029-10-28,109.46,52.79
2029-10-29,116.71,54.66
2029-10-30,111.84,51.58
2029-10-31,113.01,48.33
2029-11-01,113.62,53.17
2029-11-02,112.55,50.66
2029-11-03,104.95,49.25
2029-11-04,109.72,49.26
2029-11-05,121.46,54.53
2029-11-06,113.48,54.86
2029-11-07,116.76,55.71
2029-11-08,118.08,56.55
2029-11-09,114.7,53.37
2029-11-10,107.92,53.09
2029-11-11,105.99,50.04
2029-11-12,121.62,53.38
2029-11-13,121.98,52.91
2029-11-14,118.56,53.09
2029-11-15,120.74,53.48
2029-11-16,114.52,50.82
2029-11-17,112.97,50.96
2029-11-18,113.57,52.35
2029-11-19,122.67,54.71
2029-11-20,123.09,54.66
2029-11-21,123.49,55.0
2029-11-22,121.47,55.06
2029-11-23,120.57,49.25
2029-11-24,122.81,50.94
2029-11-25,121.76,52.25
2029-11-26,128.65,52.51
2029-11-27,121.93,56.07
2029-11-28,126.54,57.47
2029-11-29,127.43,54.4
2029-11-30,127.16,57.46
2029-12-01,116.64,53.39
2029-12-02,119.23,52.51
2029-12-03,130.4,57.33
2029-12-04,128.77,56.81
2029-12-05,133.21,55.64
2029-12-06,127.23,56.54
2029-12-07,126.98,57.53
2029-12-08,122.41,55.67
2029-12-09,124.31,61.47
2029-12-10,122.85,59.41
2029-12-11,111.38,60.08
2029-12-12,120.47,61.98
2029-12-13,130.74,60.09
2029-12-14,125.85,56.89
2029-12-15,127.22,57.17
2029-12-16,123.63,55.85
2029-12-17,134.86,58.28
2029-12-18,136.98,59.19
2029-12-19,134.23,59.65
2029-12-20,138.31,61.82
2029-12-21,141.78,61.31
2029-12-22,141.0,53.19
2029-12-23,141.88,59.16
2029-12-24,140.77,61.54
2029-12-25,142.2,60.56
2029-12-26,143.32,59.95
2029-12-27,140.22,58.83
2029-12-28,135.5,57.57
2029-12-29,126.98,54.72
2029-12-30,135.63,60.87
2029-12-31,109.95,48.5
2030-01-01,116.01,52.3
2030-01-02,114.51,54.72
2030-01-03,114.96,51.13
2030-01-04,118.24,51.83
2030-01-05,112.72,49.54
2030-01-06,106.87,48.05
2030-01-07,110.18,47.44
2030-01-08,118.12,55.22
2030-01-09,114.81,54.9
2030-01-10,113.79,51.61
2030-01-11,105.39,51.69
2030-01-12,106.35,51.7
2030-01-13,97.49,48.48
2030-01-14,112.14,49.34
2030-01-15,119.05,55.55
2030-01-16,118.97,53.96
2030-01-17,111.93,55.31
2030-01-18,113.86,54.16
2030-01-19,115.93,50.88
2030-01-20,107.26,47.23
2030-01-21,114.06,54.19
2030-01-22,113.91,54.63
2030-01-23,124.67,56.26
2030-01-24,117.1,55.31
2030-01-25,124.4,55.22
2030-01-26,112.1,52.51
2030-01-27,114.98,46.06
2030-01-28,115.84,52.98
2030-01-29,118.86,56.59
2030-01-30,115.26,54.75
2030-01-31,118.16,52.03
2030-02-01,120.71,53.02
2030-02-02,118.29,56.99
2030-02-03,111.76,53.32
2030-02-04,110.93,51.58
2030-02-05,121.11,54.71
2030-02-06,120.94,56.02
2030-02-07,119.69,53.94
2030-02-08,119.05,55.66
2030-02-09,110.84,55.01
2030-02-10,104.67,51.36
2030-02-11,105.84,52.66
2030-02-12,120.76,57.6
2030-02-13,124.44,55.04
2030-02-14,124.85,55.5
2030-02-15,121.32,55.06
2030-02-16,114.71,56.17
2030-02-17,114.13,49.57
2030-02-18,118.5,53.22
2030-02-19,124.12,54.11
2030-02-20,128.27,54.04
2030-02-21,122.06,58.96
2030-02-22,127.95,57.33
2030-02-23,117.66,58.53
2030-02-24,119.82,50.29
2030-02-25,118.92,56.41
2030-02-26,123.76,57.29
2030-02-27,125.63,56.52
2030-02-28,124.86,57.46
2030-03-01,125.07,61.61
2030-03-02,120.39,56.89
2030-03-03,117.07,54.48
2030-03-04,114.55,53.62
2030-03-05,125.12,56.74
2030-03-06,121.46,56.21
2030-03-07,122.12,62.26
2030-03-08,122.4,57.18
2030-03-09,117.82,54.69
2030-03-10,110.6,54.82
2030-03-11,115.78,57.13
2030-03-12,125.59,59.55
2030-03-13,122.74,56.96
2030-03-14,127.46,58.94
2030-03-15,129.3,58.01
